发布时间,微博内容
2023-01-17 11:29:17,【广东东莞：交警开展“美丽乡村行”巡回宣讲活动】#安全出行##文明交通# “爆竹声中一岁除”，2023年春节假期即将来临，春运出行已经拉开了序幕。为进一步提升辖区村（社区）村（居）民交通安全意识、法治意识和文明意识，有效预防和减少道路交通事故的发生。近日，广东东莞交警组织开展“美丽乡村行 ...全文
2023-01-17 11:29:17,【广东东莞：交警开展“美丽乡村行”巡回宣讲活动】#安全出行##文明交通# “爆竹声中一岁除”，2023年春节假期即将来临，春运出行已经拉开了序幕。为进一步提升辖区村（社区）村（居）民交通安全意识、法治意识和文明意识，有效预防和减少道路交通事故的发生。近日，广东东莞交警组织开展“美丽乡村行 ...全文
2023-01-17 11:26:25,【两车相撞七人被困 德庆消防火速救援】 近日，德庆县新圩镇下兰村国道发生了一起交通事故，导致多人被困，需出动消防员解救。当晚约19时30分，肇庆市消防指挥中心接到报警称，德庆县下兰村国道中国新能源加油站附近发生交通事故，有多人被困。指挥中心立即调派德城消防救...  网页链接 
2023-01-17 11:25:29,送头盔送平安讲安全，遂溪交警开展重点驾驶人交通安全专题宣传#春运交通安全##文明守法平安回家##情满旅途# 为提升广大驾驶人的交通安全意识，进一步预防和减少道路交通事故的发生，2023年1月17日，遂溪县公安局交通警察大队开展重点驾驶人交通安全专题宣传活动。活动中，交警在辖区杨柑镇杨柑圩广场 ...全文
2023-01-17 11:23:33,【交通安全宣传进小区】#平安春运交警同行##灯城七话# 为进一步提高辖区广大群众道路交通安全意识、遵法守法和文明出行意识，预防和遏制道路交通事故的发生，营造良好的道路交通环境，结合春运交通安全宣传工作，1月17日上午，富顺公安交警组织警力前往东湖上城等小区开展道路交通安全知识宣传活动。活 ...全文
2023-01-17 11:23:03,重要的事情说三个！勿载人！戴头盔！别逆行！#交通事故警示录 #文明守法平安回家 #一盔一带  网页链接 
2023-01-17 11:22:35,【春运暖心事】生命接力  时速护航时间就是生命，对伤者来说，每一秒的延误，都可能造成不可挽回的后果。1月16日20时30分许，第二高速公路大队值班室接群众报警称：自己驾驶车辆从延安向西峰行驶，路过合水隧道不远，与路边护栏碰撞，发生交通事故，车上1名小孩受伤。警情就是命令，大队备勤民警迅 ...全文
2023-01-17 11:17:01,#事故警示#【2022年度金华十大典型交通事故案例：九、轿车超车撞飞女骑手】2022年2月5日14时26分许，一小车与摩托车相撞，骑手被撞飞至半空，深受重伤。肇事轿车驾驶员表示是在超车过程中与对向摩托车发生碰撞的。#交通安全不容忽视#前车正在左转弯、掉头、超车的；与对面来车有会车可能的......行经 ...全文
2023-01-17 11:16:27,#民法典微课堂# 【无偿搭载属好意，出了事故谁负责？】出于好心无偿搭载他人，但发生了交通事故，责任应该由谁承担呢？《民法典》第一千二百一十七条规定：非营运机动车发生交通事故造成无偿搭乘人损害，属于该机动车一方责任的，应当减轻其赔偿责任，但是机动车使用人有故意或者重大过失的除外。  ...全文
2023-01-17 11:15:01,#平安春运交警同行# 安全变道口诀：一灯二镜三方向，变道之前必须打转向灯，观察前方及侧后方车辆，缓打方向，迅速变道，不要跨越多条车道。#交通事故案例警示# @福建交警 泉州交警的微博视频 
2023-01-17 11:13:07,昨天都干了什么两点睡 十一点起 起床直接开车去接鑫鑫 堵车堵到死 真害怕出交通事故接到后极速前往麻将馆 打麻将输了15 一直连输 手气着实十分垃圾 把上次赢存的15又吐出去了打了一个小时台球 就是说真的很讨厌海南langzai 也不只讨厌是海南的存六分钟黑球进洞 第一次见这么光速结束的一盘 
2023-01-17 11:12:04,【男子醉驾撞到行人后狡辩：“不是我开车，我朋友开的”】2023年1月14日19时56分许，颜某某驾驶小型轿车沿衢州市衢江区通浦路由南往北行驶至由由北往南过斑马线的行人吴某某、邱某某发生碰撞，致吴某某、邱某某受伤，车辆受损的道路交通事故。经民警对颜某某现场呼气式酒精测试数值为207mg/100ml，涉 ...全文
2023-01-17 11:10:21,#四川高速路况#【交通事故】2023年1月17日11时08分，G42沪蓉高速成南段K1892处（南成向）发生2辆小车追尾事故，现场占用部分行车道处理中，请路过车辆减速慢行，注意避让。 
2023-01-17 11:10:02,家里放着录音笔取得的证据合法吗？是否可以得到法庭上的采用？#舟山律师 #找舟山律师 #舟山法律服务 #法律咨询 #工伤律师 #交通事故律师 #离婚律师 #找杭州律师 #找宁波律师 #劳动纠纷 法律工作者胡忠海的微博视频 
2023-01-17 11:10:00,#五大曝光#：《警示曝光！货车盲区转弯发生事故，开车切记多观察》：1月15日13时30分，北海市公安局交通警察支队第二大队指挥中心接到报警称，北海市银海区福成镇上庙村路段，一辆大货车与一辆小轿车发生碰撞，值班民警接警后迅速出警赶赴交通事故现场：警示曝光！货车盲区转弯发生事故，开车切记多观察｜五大曝光    @广西交警 
2023-01-17 11:07:36,本报讯（通讯员王斌　赵超平）采取盯梢、蹲点的方式，寻找酒后驾车的人“碰瓷”，故意制造交通事故，利用当事人酒后驾车不敢报警的心理，伺机索要财物。经河南省武陟县检察院提起公诉，法院以敲诈勒索罪分别判处被告人宋某、荆某、王某有期徒刑八个月至九个月不等的刑罚，各并处罚金。 ...全文
2023-01-17 11:06:09,三个家庭重燃生活希望　　“检察官不仅帮助我们申请救助金，还亲自送到家里来，太感谢了。”2022年12月7日，河南省原阳县司法救助申请人张某春从检察官手中接过司法救助金，激动不已地说。　　一起交通事故造成一个女孩离世、两个女孩受伤，三个家庭求偿无望，生活困难。如今，收到司法救助金的三个 ...全文
2023-01-17 11:05:17,#平安春运交警同行# 落实企业安全主体责任 筑牢春运安全防线       为切实做好2023年春运交通安全管理工作，预防和减少道路交通事故，确保广大群众平安出行，1月17日上午，青山路中队组织警力走进辖区鑫通能源科技有限公司、延安市汽车运输有限公司等多家企业与其签订道路交通安全责任书。此次签订责 ...全文
2023-01-17 11:04:02,【弯道行车不靠右，受伤还承担事故全部责任】2022年12月10日14时30分，邓某某驾驶车牌号为川A37**6轻型栏板货车，沿平平路从平通方向向平南方向行驶，行驶至7公里200米处，与对向杜某某驾驶车牌号为川T362**的重型货车发生碰撞，造成邓某某受伤，两车受损的交通事故。当事人邓某某的行为违反了《中华人 ...全文
2023-01-17 11:03:00,#简阳交通# 【开展毒驾检测】为确保春运期间道路交通运输安全，避免因毒驾造成道路运输交通事故，@简阳交通  坚持人民至上，紧盯一线操作手，安排简阳市交通运输综合行政执法大队联合市公安局禁毒大队，在简阳城东客运站等营运车辆聚集地随机抽取班线客运、城市公交、出租车驾驶员进行毒驾检测，共抽检 ...全文
2023-01-17 10:58:50,【铜仁这13人被终生禁驾！】#终生禁驾# #五大曝光# 为有效预防道路交通事故的发生，创造安全、有序、畅通的道路交通通行环境，警示交通参与者“自觉守法、文明出行”，铜仁交警现将13名终生禁驾驾驶人进行曝光，希望通过曝光少数人，警醒多数人，达到人人遵守交通法规，安全文明出行的最终目的。各位 ...全文
2023-01-17 11:00:03,#法律之眼#【疲劳驾驶致三车追尾！被撞车辆旋转720度】江西，一男子因疲劳驾驶撞上快车道上正常行驶的小车，后方另一辆小车因躲避不及，与被撞小车再次发生追尾，所幸事故未造成人员伤亡。本次事故由疲劳驾驶男子承担全部责任。@江西省公安厅交通管理局 #今日说法# CCTV今日说法的微博视频 
2023-01-17 10:58:50,【铜仁这13人被终生禁驾！】#终生禁驾# #五大曝光# 为有效预防道路交通事故的发生，创造安全、有序、畅通的道路交通通行环境，警示交通参与者“自觉守法、文明出行”，铜仁交警现将13名终生禁驾驾驶人进行曝光，希望通过曝光少数人，警醒多数人，达到人人遵守交通法规，安全文明出行的最终目的。各位 ...全文
2023-01-17 10:56:21,【典型交通事故】#平安春运交警同行# 2023年1月16日16时30分许，在G321国道2047KM李某驾驶川MVK**6小型普通客车与宋某驾驶的川M28**3大型普通客车相撞，造成两车受损，客车乘客熊某某受伤的交通事故。 
2023-01-17 10:54:57,#天津高速路况#2023-1-17 10:53，因车辆交通事故，G18荣乌高速驶往乌海方向K708+800处(大港服务区到团泊南收费站之间)占用第3行车道。 
2023-01-17 10:54:14,为大力弘扬文明交通理念，有效提升人民群众的交通安全意识、规则意识、法治意识和文明意识，强化对农村地区一老一小、务工务农人员等群体的交通安全教育，预防和减少道路交通事故。1月16日上午，乾安县公安局交警大队深入到辖区农村开展“平安春运 交警同行”宣传活动。活动期间，大队辅警向群众发放宣 ...全文
2023-01-17 10:53:22,#平安春运交警湘守# 【通道交警的春节安全大礼包】春节将至，为营造安全、和谐、有序的交通环境，1月16日，通道县公安局交管中心民警深入辖区客运站开展交通安全大检查。确保从源头上预防及减少交通事故的发生。检查中，民警重点对客运站车辆驾驶员是否具备从业资质、所属车辆是否取得运输许可、车辆 ...全文
2023-01-17 10:48:37,【交警宣传进乡村， 共“话”安全零距离】#平安春运交警同行# 2023年农历春节进入倒计时，为进一步提高广大群众的交通安全意识，有效预防和减少道路交通事故的发生。1月17日，资中交警大队龙江中队深入辖区客运站开展“一老一小”交通安全宣传进农村主题宣传活动。活动中，宣传民警结合春运期间车流、 ...全文
2023-01-17 10:48:24,#绵阳梓潼公安交警#【路况信息】2023年1月17日，梓潼县文兴镇照耀村文大路5公里加100m处因道路存在凹陷裂缝地基塌陷，存在道路交通安全隐患，易发生交通事故，交警已设置警示牌。梓潼公安交警温馨提示:请过往该路段的所有车辆注意观察，减速慢行，文明礼让，安全通行，或者提前选择绕行路线。@四川交警 ...全文
2023-01-17 10:47:19,【常山交警开展春节前交通安全宣传】临近春节，道路上人流量车流量大幅增加，为减少道路交通事故发生，提升村民交通安全意识。常山交警前往乡村集镇开展交通安全知识宣传，通过摆放展板，发放交通安全宣传资料，答题送礼品等形式开展春节前交通安全知识宣传。@浙江交警 
2023-01-17 10:47:12,图们公安交警进农村开展春运交通安全宣传        为进一步提高群众的交通安全意识，有效预防和减少交通事故发生，确保春运期间辖区道路交通安全、畅通、有序。近日，图们市公安局交通警察大队走进凉水镇开展春运道路交通安全宣传活动。       活动中，民警针对春运期间农村群众走亲访友，出行频率较 ...全文
2023-01-17 10:38:05,#927高速路况##云哨路况播报# 1月17日10时许，沪武高速武汉向701公里至707公里处因大流量，车辆通行缓慢。@湖北高速交警江岸大队 已组织民警在现场开展疏堵保畅。#湖北高速交警提示# 如遇高速拥堵，请耐心等候，切勿随意穿插变道，争道抢行，以免发生交通事故。@湖北高速交警 
2023-01-17 10:37:21,#高速路况# 沈海高速K638日照方向发生交通事故，请司乘人员谨慎驾驶，注意避让。（青岛高速出行服务平台提供） 
2023-01-17 10:35:54,【平安春运 交警同行丨安全宣传进乡村 平安春运万里行】为切实做好2023年春运期间道路交通安全工作，预防和减少交通事故的发生。1月14日，定安县公安局交通管理大队黄竹中队全方位开展“平安春运 交警同行”为主题的交通安全宣传活动，营造浓厚的春运交通安全宣传氛围。活动中，宣传民警深入龙湖镇 ...全文
2023-01-17 10:35:00,#最美交通人 #【22年手握方向盘连通京冀两地】 从25岁成为一名公交驾驶员以来，在这条线路上朱建波手握方向盘已经在京冀两地穿行了整整22个年头。22年中，他在平凡的岗位上创造了 “四无”纪录：无交通事故、无交通违法、无违章行车、无服务投诉。@北京公交集团北京公交集团的微博视频 
2023-01-17 10:34:16,特勤大队开展“平安春运 交警同行”春运主题交通安全宣传活动为进一步提升2023年春运来临之际，提高全民交通安全意识，有效预防和减少道路交通事故，助推“减量控大”工作要求，近日，特勤大队民辅警深入辖区承平湖公园开展以“平安春运 交警同行”、“一盔一带 安全常在”、“酒驾醉驾”为主题的交通 ...全文
2023-01-17 10:29:56,面包车交通违法行为集中查处行动为保障辖区道路交通安全，预防和减少面包车交通违法引发的道路交通事故，维护我区良好的道路交通秩序。特勤交警大队开展面包车交通违法行为集中查处行动，切实强化面包车管理，消除道路交通安全隐患。行动中，执勤民警分析辖区面包车的出行特点，科学研判对症施策，严 ...全文
2023-01-17 10:29:21,看到7/11的电视上说没指望了整出一起高速路上四人死亡的交通事故，突然感觉一阵寒意，今天的游戏就玩到这里 
2023-01-17 10:26:06,【无视信号闯红灯，发生事故负全责】#覆车之戒# 近日，代某某驾驶车牌号为川XJ***0的小型客车，沿广安市经开区广华大道行驶至广华大道智慧产业园外路段时，因违反交通信号灯指示通行与江某驾驶的车牌号为川AD***6的重型货车相撞，造成两车受损的道路交通事故。代某某未按照交通信号通行，承担事故全部 ...全文
2023-01-17 10:17:20,【春运进行时，白沙交警都在做这些！→】#一线微观##春运安全出行##交通安全# @海南交警 @中国交通频道·海南 @白沙警方         为全力确保春运期间辖区道路交通安全有序畅通，切实维护交通平稳形势，预防及减少道路交通事故发生，保障群众生命财产安全，近期，白沙交警持续开展春运期间道路交通安全 ...全文
2023-01-17 10:16:59,镇雄县召开2023年重点运输企业警示教育暨“高风险”运输企业约谈会       为进一步做好2023年春运期间道路交通安保工作，深入推进辖区客、货运输企业交通安全隐患排查治理，压实企业主体责任，从源头上消除安全隐患，有效预防道路交通事故的发生，营造安全、畅通、有序的道路通行环境。1月16日早上， ...全文
2023-01-17 10:16:52,#天津高速路况#2023-1-17 10:15，因车辆交通事故，S3津滨高速驶往滨海新区方向K0+800处(外环线到天津主线站收费站之间)占用第1行车道。 
2023-01-17 10:12:40,【曝光！这10人再也不能开车了！】为进一步加大对严重交通违法行为的曝光力度，强化驾驶人交通安全意识，消除交通安全隐患，预防道路交通事故，佛山公安交警部门公布2022年第四季度被终生禁驾的驾驶人名单！当前正值节前返乡高峰，交通流量大，蜀黍提醒广大驾驶人：安全是回家最近的路，驾车出行务必注 ...全文
2023-01-17 10:09:10,#交通违法曝光台##五大曝光行动# 【交通违法曝光台】五大曝光 宝丰交警曝光典型事故案例案例一：2023年1月6日10时许，王汉邦驾驶豫D-LXXXL号炫威牌小型轿车，在宝丰县观音堂市场路段倒车时，与行人沈某发生交通事故，造成沈某受伤。王某邦驾驶机动车违反了《中华人民共和国道路交通安全法实施条例》 ...全文
2023-01-17 10:08:06,【借用他人机动车，发生了交通事故怎么办？】本期内容：借用他人机动车，发生了交通事故怎么办？责任该由谁来承担？ 罗江检察的微博视频 罗江检察的微博视频 
2023-01-17 10:07:50,又能登了，但是算了，不想更新关于gay EX的了，偶尔想起会觉得恶心不值得，太浪费了，像一场悲剧的交通事故。以后还是玩大号吧，只是大号有认识的人，不能畅所欲言。 
2023-01-17 09:58:38,莆田市仙游县公安局交警大队榜头中队积极推进社会治安防控体系建设，近日，交警大队榜头中队紧扣“平安春运·交警同行”主题，组织宣传人员深入辖区企业开展交通安全检查和集中宣传活动。活动中，民警向员工和驾驶员通报了近期发生的典型事故案例，警示大家提高防护能力，预防和减少交通事故，作为专业 ...全文
2023-01-17 09:56:42,快过年了，最近好多地方出交通事故，今天看我小区路口多了几个站岗的交警 
2023-01-17 09:56:26,#平安春运 交警同行##联勤联动# 高交大队联合“一路三方”开展节前道路安全隐患排查暨春运安全保畅联勤联动座谈会为切实加强“春运”期间道路交通安全管理，有效预防和减少道路交通事故的发生，1月13日、16日，高交大队泾兴、西永、西铜中队联合所辖管理所、路政等部门开展节前道路隐患排查并召开“一 ...全文
2023-01-17 09:56:26,【曝光154名超速50%以上的驾驶人，看看是否有你！】#五大曝光行动·突出违法车辆# # 平安春运 交警同行# 为不断提升广大交通参与者的交通安全意识、文明意识、法治意识，有效预防和减少道路交通事故，铜仁市公安交通管理局全面开展“五大曝光”行动。铜仁交警现将12月份154名超速50%以上的驾驶人进行曝 ...全文
2023-01-17 09:55:44,#五大曝光##事故多发路段# 据统计，近期因春节临近，104国道水果市场周边路段车流量、人流量明显增大，交通事故相对多发。公安交警部门结合春运交通安全整治行动，加强路面巡查管理，特别是市场、商圈周边的交通指挥疏导，同时严查面包车超员、电动三轮车违法载人、驾驶电动车不戴头盔等突出违法行为。 ...全文
2023-01-17 09:56:26,【曝光154名超速50%以上的驾驶人，看看是否有你！】#五大曝光行动·突出违法车辆# # 平安春运 交警同行# 为不断提升广大交通参与者的交通安全意识、文明意识、法治意识，有效预防和减少道路交通事故，铜仁市公安交通管理局全面开展“五大曝光”行动。铜仁交警现将12月份154名超速50%以上的驾驶人进行曝 ...全文
2023-01-17 09:55:44,#五大曝光##事故多发路段# 据统计，近期因春节临近，104国道水果市场周边路段车流量、人流量明显增大，交通事故相对多发。公安交警部门结合春运交通安全整治行动，加强路面巡查管理，特别是市场、商圈周边的交通指挥疏导，同时严查面包车超员、电动三轮车违法载人、驾驶电动车不戴头盔等突出违法行为。 ...全文
2023-01-17 09:55:03,【男子#高速上多次随意变道引发三车碰撞#】近日，沪武高速由东向西K278处发生了一起三车碰撞的交通事故。结合现场调查、公共视频以及行车记录仪视频，交警了解到，匡某驾驶苏U小型客车5分钟变了10次道，行驶至该路段，因变道时操作不当与后方赣A货车发生碰撞，货车失控又撞到第一车道的沪B小型客车，所 ...全文
2023-01-17 09:54:32,【斑马线就在两米开外 行人被撞受伤还要担责】#平安春运手册# 近日，湖南邵阳，姜某驾驶三轮摩托车行驶至高沙镇中学十字路口路段时，与正在通过路口的行人曾某发生碰撞，造成曾某倒地受伤的交通事故。经查，姜某未取得机动车驾驶证，未确保安全驾驶，未避让行人，承担此次事故的主要责任。行人曾某在通 ...全文
2023-01-17 09:48:17,#平安春运交警同行#【兰考交警创新“一点一警”宣传 筑牢“春运”交通安全防线】自2023年1月7日春运大幕开启以来，针对春运期间的各类交通安全风险，为全面预防各类道路交通事故的发生，兰考交警在城区“一岗一警”的基础上又推出“一点一警”宣传活动，紧抓春运交通安全教育工作，坚持教育先行，交警 ...全文
2023-01-17 09:48:10,1月16日，乾安县公安局交警大队宣传民警深入辖区广场开展以“平安春运 交警同行”为主题的交通安全春运宣传活动。广大民警通过发放宣传单、讲解交通事故典型案例、接受现场群众咨询等方式，向广大市民宣传交通安全知识；通过老百姓喜闻乐见的方式告知大家行人如何文明行走、如何安全行车、非机动车如何 ...全文
2023-01-17 09:45:29,#共筑平安中国年# 【鸡西交警交通安全宣传进企业 筑牢平安交通路】为进一步做好冬季道路交通安全管理工作，全力开展好冬季公路交通安全整治行动，预防和减少道路交通事故的发生，近日，鸡西交警走进辖区企业开展以“平安春运 交警同行”为主题的道路交通安全宣传活动。活动中，民警为企业员工发放了交 ...全文
2023-01-16 13:06:28,#平安春运交警同行# 【冬季雪天道路滑 驾车行驶需谨慎 】冰雪天气使交通环境变得恶劣，增加了道路交通事故发生的概率，同时为广大人民群众敲响安全警钟。@呼伦贝尔交警支队 交警提示：冬季在结冰打滑的道路上行车，车辆极易横滑，转向的准确性易出现失常现象，若遇有坡道险桥窄路，要特别谨慎，限速缓 ...全文
2023-01-17 09:39:47,#广州撞人司机面临什么刑罚##有用帮打个1# 广州市检察机关依法以涉嫌以危险方法危害公共安全罪，对广州市公安局天河分局提请批准逮捕的天河“1·11”驾车撞人案犯罪嫌疑人温某作出批准逮捕决定。据警方通报，1月11日17时25分，广州天河路体育东路口发生一起小车碰撞行人的交通事故，目前造成5死13伤。广 ...全文
2023-01-17 09:38:31,#警方提示#【冬季开车之禁止急刹车、急拐弯】雨、雪、雾天气行车视野不佳、路面湿滑这是发生交通事故的主要原因。@蒲城公安 提醒您：雨、雪、雾天气驾驶最重要的是要低速行驶并与前车保持足够的安全车距，不要跟得太紧，更不要随便超车、抢行或者占道行驶，会车时进一步减速或暂停。同时注意观察道路上 ...全文
2023-01-17 09:37:18,【小牛路上“闲逛 ” 民警及时为其找到主人】近日，马龙公安分局旧县派出所民警在巡逻过程中，途经旧县街道农机加油站时，看见有一头小牛，可能刚出生10多天左右，民警下车后多方询问未果，为防止引发交通事故，民警暂时将小牛带至派出所拴养。考虑到小牛还小不能喂食，并且夜间温度较低，小牛拴养在派 ...全文
2023-01-17 09:37:08,开车门，别忘了先观察确定安全再开门！#绵阳城区交通事故# 
2023-01-17 09:35:35,#江川警方# 【车辆受损阻断交通 警民合力硬核推车】近日，江川区江城镇的李某驾驶小货车到安化乡配送药品，不料半路发生交通事故车辆受损停在了路中间，玉溪市公安局江川分局安化派出所接到报警后快速处置，联合现场群众将车辆推行至安全位置，第一时间恢复道路通畅。2023年1月13日17时许，安化派出 ...全文
2023-01-17 09:32:22,#文明守法 平安回家#  #平安春运 交警同行#  #交通安全提示# #黔西南身边事# #一线微观# #严厉打击道路交通违法行为# 春运期间，车流剧增，为避免违法加水点、加水车辆起步造成拥堵引发交通事故。2023年1月16日晚，黔西南州公安局交警支队高速大队晴隆联勤片区在沪昆高速晴隆路段开展违法加水点整治行 ...全文
2023-01-17 09:32:19,#平安春运 交警同行#【交警检查进危化品运输企业 全面筑牢道路交通安全防线】1月12日，为进一步做好冬季事故预防和春运交通安保工作，从源头上消除安全隐患，督促企业落实安全生产主体责任，加强危险化学品运输车辆源头隐患排查工作，有效预防和减少道路交通事故发生。@乌兰察布交警 察右中旗交管大队 ...全文
2023-01-17 09:32:06,#平安春运交警同行# 【青城交警春节前全方位开展交通安全宣传】为加强春节期间道路交通事故预防工作，引导广大交通参与者自觉抵制交通违法行为，增强交通安全意识和自我保护意识，@呼和浩特交警 和林大队结合辖区实际情况，深入开展交通安全宣传工作，纠正各种不文明交通行为，引导人们树立交通安全意 ...全文
2023-01-17 09:30:01,#除隐患 铸平安# 【守护春运“平安路” ，长途客运车辆开展安全检查】为切实做好春运期间交通管理工作，有效预防长途客运车辆交通事故发生，近日，宝山交警支队会同区城市交通执法大队等相关职能部门至吴淞长途客运站、美兰湖客运站进行检查指导，结合管理实际，从春运企业源头安全责任落实抓起，强化 ...全文
2023-01-17 09:29:42,#春运# 1月10日晚，兴义市公安局交警大队走进辖区龙达客运公司参加春运交通安全警示约谈会议。在现场，宣传民警对近期发生的交通事故进行通报，并且对事故原因进行剖析，提醒各位驾驶人提升交通安全意识，牢记交通法律法规，拒绝酒后驾驶，开车时禁止使用手持电话等危险驾驶行为，确保出行乘客高高兴兴 ...全文
2023-01-17 09:25:04,【不仅逆行还随意变道  这波操作太任性!】近日，湖北大冶，一男子驾车不仅逆行还随意变道，造成两车受损、一人擦伤的交通事故。@平安黄石 大冶交警到达现场后，判定该车负事故全部责任，并处以250元罚款和驾驶证记3分的处罚。#警方提醒#：随意变道加塞极易导致事故、扰乱交通秩序，同时降低通行 ...全文
2023-01-17 09:24:21,【市交通运输局执法部门强化货运执法保障春运交通运输秩序】为有效预防和减少道路交通事故的发生，市交通运输局执法部门多措并举强化货运执法，保障春运期间交通运输安全和道路平安畅通。详情请见：市交通运输局执法部门强化货运执法保障春运交通运输秩序 
2023-01-17 09:23:15,#文明守法平安回家#【惊险！警惕大货车盲区+内轮差】 @江西省公安厅交通管理局 @吉安市交警支队   1月4日，泰和县，当事人郭驾驶一辆重型自卸驶至事发路段右转弯时，未认真观察与直行肖某驾驶的一辆二轮电动车发生碰撞.造成两车受损，电动车驾驶员左腿三处骨折道路交通事故。    经事故认定，重型自卸 ...全文
2023-01-17 09:22:58,#平安春运交警同行# 为有效预防道路交通事故，持续推进道路交通事故预防“减量控大”工作，为春运提供安全道路交通环境。1月16日，@富宁交警 以年前最后一个“赶集日”为契机，到田蓬镇朗恒村委会开展交通安全宣传活动。活动中，宣传民、辅警从交通安全法律法规和春季安全出行常识等方面，结合典型酒 ...全文
2023-01-17 09:21:21,#平安春运 交警同行# 【胎皮横在路中间 民警清理消隐患 】近日，@湖北高速交警荆门大队 民警巡逻到二广高速荆门段发现有一长条轮胎皮横在路中间，后方车辆纷纷避让，稍有不慎可能会引发交通事故。民警做好安全警戒后，趁行车道没车的间隙迅速上前清走胎皮，消除了交通安全隐患，保障了司乘人员安全出行 ...全文
2023-01-17 09:15:00,【2022年度金华十大典型交通事故案例：七、事故双方闯红灯 电动车驾驶人身亡】#文明守法平安回家# 2022年7月21日19时08分许，婺城区二环南路与东阳街交叉路口，一面包车驾驶人由于瞌睡自西向东闯红灯进入路口，此时一电动车违法载人自南往北同样闯红灯进入路口，双方发生激烈碰撞，造成电动车驾驶人经 ...全文
2023-01-17 09:14:21,【关爱未成年人】月牙河街开展“津青自护 平安假期”交通安全主题活动为进一步增强青少年交通安全宣传教育，提高未成年人交通安全意识，增强青少年自我防护能力，预防和减少未成年人道路交通事故伤害。近日，月牙河街道团工委、少工委在月牙河街开江南里社区开展“津青自护 平安假期”交通安全主题活 ...全文
2023-01-17 09:14:02,#交通提示# 9时07分，福龙路南行香蜜立交路段，发生一起交通事故，占据最右侧车道，请途经车友小心驾驶，注意避让。 
2023-01-17 09:06:04,#禁放#关于 #春节放鞭炮# 这事儿，各路人等都真诚理性客观地说句实话，严格地禁放原因到底为了啥？为什么有的地方像当年林则徐龙门禁烟一样如临大敌动用全部力量抵制。有人说怕鞭炮伤到人，那交通事故也伤人啊！环保？大冬天的北风嗖嗖，两三天的鞭炮不至于使 pm 2.5上升到得肺炎的程度吧？真的很费解 ...全文
2023-01-17 09:05:14,国务院安委会对南昌大货车冲撞人群交通事故查处挂牌督办 @新浪新闻 网页链接 
2023-01-17 09:04:13,#砖墙动态# 近日，高淳区气温骤降，2023年初雪如期而至，为确保辖区道路交通环境安全，有效预防或减少道路交通事故的发生，砖墙交警中队立即启动应急预案，全员出动，对辖区各主要路口、路段进行扫雪除冰，确保行人及行车安全。（拟稿：徐丽萍 审核：芮琴 发布：胡书敏）@高淳发布 
2023-01-17 08:59:33,#四川高速路况# 【站口解除】2023年1月17日08时56分，S4成宜昭高速宜彝段，交通事故已处理完毕，解除宜宾西站至落润站入口交通管制，同时宜宾往彝良方向高县南站分流点撤除。 
2023-01-17 08:54:21,【要闻】1、15日，春运第10天，全国铁路预计发送旅客830万人次。2、水利部消息，2022年，我国18169处农村供水工程完工，农村自来水普及率达到87%。3、日前，国务院安委会对南昌大货车冲撞人群交通事故查处挂牌督办。4、近日，人社部公布2023年度专业技术人员职业资格考试时间表。5、文旅部发 ...全文
2023-01-17 08:50:11,#平安春运交警同行# 【春节道路交通安全进农村宣传】 @呼和浩特交警 清水河大队阳湾子中队以辖区交通事故典型案例为切入点，向群众详细讲解酒驾醉驾、无证驾驶、超员超载、骑乘摩托车、不戴安全头盔、驾乘机动车不系安全带等交通违法行为产生的后果以及危害性，教育引导广大农牧民群众出行遵守交通法律 ...全文
2023-01-17 08:47:16,文明交通进驾校||遵法守法文明出行，从源头抓起为切实增强冬季驾校教练、学员的交通安全意识，从源头预防道路交通事故，营造安全、畅通、有序、文明的道路交通环境。近日，秀屿交警大队组织民警走进辖区驾校开展文明交通进驾校交通安全宣传活动。活动中，民警组织驾校教练、学员观看交通事故警示片 ...全文
2023-01-17 08:44:32,【奉节县公安局交通巡逻警察大队关于公布新增固定式交通技术监控设备设置地点的公告】为维护道路交通秩序，预防和减少道路交通事故的发生，提高道路通行效率。根据《中华人民共和国道路交通安全法》、《道路交通安全违法行为处理程序规定》的有关规定，公安机关交通管理部门将对平安乡、白帝镇、甲高 ...全文
2023-01-17 08:44:00,【交通安全进工地 守护平安回家路】#共筑平安中国年# 为进一步做好进城务工人员交通安全宣传工作， 1月11日，内江市隆昌交警走进辖区施工场所开展交通安全宣传活动，确保务工人员平安回家过年。　活动中，宣传民辅警结合典型交通事故案例讲解了驾乘摩托车、电动车时佩戴安全头盔，驾乘车时系好安全， ...全文
2023-01-17 08:43:14,#路况信息#  1、541国道250㎞—266㎞（化龙山路段）路面积雪厚约1—3公分。2、102省道401km+200m—413km（东沟垭路段）部分弯道及路肩有少量积雪结冰。镇坪交警提示：请广大驾驶员非必要不出门，如需外出做好防滑措施，谨慎驾驶，保持安全车距，谨防交通事故发生。 
2023-01-17 08:37:22,【小心谨慎过马路，文明守法平安回家】1月5日，在绍兴嵊州，姚某驾驶小轿车直行过路口，未注意观察路况，与任性横穿机动车道过马路的行人尉某相撞，造成尉某受伤的交通事故。浙江交警提醒：过马路请走斑马线，小心谨慎行车行路，#文明守法平安回家#。@嵊州交警大队  @浙江公安 @公安部交通管理局   ...全文
